REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,New York City,2015,46,X,1.68278,X,X,X,X,X,X,1673,80,99419
States,California,2015,47,X,2.39866,X,X,X,X,X,X,687,153,28641
States,District of Columbia,2015,47,X,7.21118,X,X,X,X,X,X,98,2,1359
States,Florida,2015,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,47,X,0.97867,X,X,X,X,X,X,78,83,7970
States,Texas,2015,47,X,4.81392,X,X,X,X,X,X,1071,122,22248
States,New York City,2015,47,X,1.78267,X,X,X,X,X,X,1619,80,90819
States,California,2015,48,X,2.02273,X,X,X,X,X,X,936,152,46274
States,District of Columbia,2015,48,X,5.67077,X,X,X,X,X,X,175,2,3086
States,Florida,2015,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,48,X,1.1818,X,X,X,X,X,X,141,80,11931
States,Texas,2015,48,X,4.43529,X,X,X,X,X,X,1411,122,31813
States,New York City,2015,48,X,2.05034,X,X,X,X,X,X,2135,90,104129
States,California,2015,49,X,2.07101,X,X,X,X,X,X,938,152,45292
States,District of Columbia,2015,49,X,6.5342,X,X,X,X,X,X,171,2,2617
States,Florida,2015,49,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,49,X,1.51335,X,X,X,X,X,X,178,77,11762
States,Texas,2015,49,X,4.49576,X,X,X,X,X,X,1320,119,29361
States,New York City,2015,49,X,2.2349,X,X,X,X,X,X,2334,88,104434
States,California,2015,50,X,2.17017,X,X,X,X,X,X,856,149,39444
States,District of Columbia,2015,50,X,6.71418,X,X,X,X,X,X,179,2,2666
States,Florida,2015,50,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,50,X,1.25511,X,X,X,X,X,X,129,80,10278
States,Texas,2015,50,X,4.67202,X,X,X,X,X,X,1391,121,29773
States,New York City,2015,50,X,2.35569,X,X,X,X,X,X,2467,91,104725
States,California,2015,51,X,2.91333,X,X,X,X,X,X,723,145,24817
States,District of Columbia,2015,51,X,9.51359,X,X,X,X,X,X,133,2,1398
States,Florida,2015,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,51,X,2.14651,X,X,X,X,X,X,126,80,5870
States,Texas,2015,51,X,5.12797,X,X,X,X,X,X,1110,121,21646
States,New York City,2015,51,X,2.72745,X,X,X,X,X,X,2520,92,92394
States,California,2015,52,X,3.27722,X,X,X,X,X,X,806,139,24594
States,District of Columbia,2015,52,X,8.20996,X,X,X,X,X,X,122,2,1486
States,Florida,2015,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,52,X,1.97842,X,X,X,X,X,X,99,78,5004
States,Texas,2015,52,X,5.70737,X,X,X,X,X,X,1274,120,22322
States,New York City,2015,52,X,2.91514,X,X,X,X,X,X,2776,86,95227
States,California,2016,1,X,2.5018,X,X,X,X,X,X,1077,153,43049
States,District of Columbia,2016,1,X,9.30537,X,X,X,X,X,X,213,2,2289
States,Florida,2016,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,1,X,1.15723,X,X,X,X,X,X,92,75,7950
States,Texas,2016,1,X,4.68602,X,X,X,X,X,X,1282,120,27358
States,New York City,2016,1,X,2.38171,X,X,X,X,X,X,2463,90,103413
States,California,2016,2,X,2.47039,X,X,X,X,X,X,1043,143,42220
States,District of Columbia,2016,2,X,6.23525,X,X,X,X,X,X,185,2,2967
States,Florida,2016,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,2,X,2.56989,X,X,X,X,X,X,205,78,7977
States,Texas,2016,2,X,4.16846,X,X,X,X,X,X,1164,121,27924
States,New York City,2016,2,X,2.23068,X,X,X,X,X,X,2268,91,101673
States,California,2016,3,X,2.68971,X,X,X,X,X,X,1097,138,40785
States,District of Columbia,2016,3,X,4.66491,X,X,X,X,X,X,71,2,1522
States,Florida,2016,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,3,X,1.90067,X,X,X,X,X,X,155,82,8155
States,Texas,2016,3,X,4.36048,X,X,X,X,X,X,1318,123,30226
States,New York City,2016,3,X,2.26008,X,X,X,X,X,X,2149,91,95085
States,California,2016,4,X,2.83328,X,X,X,X,X,X,1347,148,47542
States,District of Columbia,2016,4,X,5.86047,X,X,X,X,X,X,126,2,2150
States,Florida,2016,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,4,X,1.6013,X,X,X,X,X,X,167,81,10429
States,Texas,2016,4,X,4.96129,X,X,X,X,X,X,1551,122,31262
States,New York City,2016,4,X,2.43412,X,X,X,X,X,X,2519,92,103487
States,California,2016,5,X,3.28407,X,X,X,X,X,X,1600,152,48720
States,District of Columbia,2016,5,X,5.19972,X,X,X,X,X,X,151,2,2904
States,Florida,2016,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,5,X,1.7329,X,X,X,X,X,X,191,83,11022
States,Texas,2016,5,X,4.89241,X,X,X,X,X,X,1512,123,30905
States,New York City,2016,5,X,2.59917,X,X,X,X,X,X,2788,94,107265
States,California,2016,6,X,3.91439,X,X,X,X,X,X,1882,146,48079
States,District of Columbia,2016,6,X,5.65627,X,X,X,X,X,X,156,2,2758
States,Florida,2016,6,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,6,X,2.71642,X,X,X,X,X,X,273,80,10050
States,Texas,2016,6,X,5.62804,X,X,X,X,X,X,1816,122,32267
States,New York City,2016,6,X,3.00798,X,X,X,X,X,X,3071,90,102095
States,California,2016,7,X,4.39619,X,X,X,X,X,X,1893,139,43060
States,District of Columbia,2016,7,X,5.99214,X,X,X,X,X,X,122,2,2036
States,Florida,2016,7,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,7,X,1.76664,X,X,X,X,X,X,172,80,9736
States,Texas,2016,7,X,6.36256,X,X,X,X,X,X,2035,120,31984
States,New York City,2016,7,X,3.26483,X,X,X,X,X,X,3303,88,101169
States,California,2016,8,X,3.73143,X,X,X,X,X,X,1859,147,49820
States,District of Columbia,2016,8,X,7.911,X,X,X,X,X,X,192,2,2427
States,Florida,2016,8,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,8,X,2.83297,X,X,X,X,X,X,288,79,10166
States,Texas,2016,8,X,4.48169,X,X,X,X,X,X,1147,86,25593
States,New York City,2016,8,X,3.18542,X,X,X,X,X,X,3450,82,108306
States,California,2016,9,X,3.63724,X,X,X,X,X,X,1804,148,49598
States,District of Columbia,2016,9,X,9.23582,X,X,X,X,X,X,197,2,2133
States,Florida,2016,9,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,9,X,3.41463,X,X,X,X,X,X,357,80,10455
States,Texas,2016,9,X,4.7195,X,X,X,X,X,X,1203,83,25490
States,New York City,2016,9,X,3.45799,X,X,X,X,X,X,3767,90,108936
States,California,2016,10,X,3.69442,X,X,X,X,X,X,1636,129,44283
States,District of Columbia,2016,10,X,9.33902,X,X,X,X,X,X,219,2,2345
States,Florida,2016,10,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,10,X,3.41609,X,X,X,X,X,X,366,79,10714
States,Texas,2016,10,X,4.01485,X,X,X,X,X,X,941,81,23438
States,New York City,2016,10,X,3.88275,X,X,X,X,X,X,4399,87,113296
States,California,2016,11,X,3.19283,X,X,X,X,X,X,1293,125,40497
States,District of Columbia,2016,11,X,9.6564,X,X,X,X,X,X,163,2,1688
States,Florida,2016,11,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,11,X,3.80303,X,X,X,X,X,X,346,75,9098
States,Texas,2016,11,X,3.73119,X,X,X,X,X,X,749,81,20074
States,New York City,2016,11,X,3.28136,X,X,X,X,X,X,3508,90,106907
States,California,2016,12,X,2.99262,X,X,X,X,X,X,1201,139,40132
States,District of Columbia,2016,12,X,8.65231,X,X,X,X,X,X,217,2,2508
States,Florida,2016,12,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,12,X,2.89463,X,X,X,X,X,X,278,72,9604
States,Texas,2016,12,X,3.46318,X,X,X,X,X,X,777,81,22436
States,New York City,2016,12,X,2.97008,X,X,X,X,X,X,3050,83,102691
States,California,2016,13,X,2.80927,X,X,X,X,X,X,1053,131,37483
States,District of Columbia,2016,13,X,8.34061,X,X,X,X,X,X,191,2,2290
States,Florida,2016,13,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,13,X,1.59898,X,X,X,X,X,X,113,47,7067
States,Texas,2016,13,X,3.2444,X,X,X,X,X,X,760,80,23425
States,New York City,2016,13,X,2.6039,X,X,X,X,X,X,2654,84,101924
States,California,2016,14,X,2.11652,X,X,X,X,X,X,938,139,44318
States,District of Columbia,2016,14,X,5.93434,X,X,X,X,X,X,141,2,2376
States,Florida,2016,14,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,14,X,1.35135,X,X,X,X,X,X,97,45,7178
States,Texas,2016,14,X,2.83508,X,X,X,X,X,X,569,61,20070
States,New York City,2016,14,X,2.16411,X,X,X,X,X,X,2122,87,98054
States,California,2016,15,X,1.92403,X,X,X,X,X,X,855,133,44438
States,District of Columbia,2016,15,X,5.66696,X,X,X,X,X,X,130,2,2294
States,Florida,2016,15,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,15,X,1.53967,X,X,X,X,X,X,118,41,7664
States,Texas,2016,15,X,3.25267,X,X,X,X,X,X,789,77,24257
States,New York City,2016,15,X,2.22609,X,X,X,X,X,X,2236,88,100445
States,California,2016,16,X,1.62852,X,X,X,X,X,X,710,128,43598
States,District of Columbia,2016,16,X,5.81347,X,X,X,X,X,X,139,2,2391
States,Florida,2016,16,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,16,X,1.09692,X,X,X,X,X,X,79,40,7202
States,Texas,2016,16,X,3.57929,X,X,X,X,X,X,846,75,23636
States,New York City,2016,16,X,2.21985,X,X,X,X,X,X,2248,89,101268
States,California,2016,17,X,1.73597,X,X,X,X,X,X,711,123,40957
States,District of Columbia,2016,17,X,4.69592,X,X,X,X,X,X,61,2,1299
States,Florida,2016,17,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,17,X,1.0275,X,X,X,X,X,X,68,40,6618
States,Texas,2016,17,X,3.0393,X,X,X,X,X,X,747,79,24578
States,New York City,2016,17,X,1.90698,X,X,X,X,X,X,1816,76,95229
States,California,2016,18,X,1.84902,X,X,X,X,X,X,726,115,39264
States,District of Columbia,2016,18,X,9.14668,X,X,X,X,X,X,164,1,1793
States,Florida,2016,18,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,18,X,0.858972,X,X,X,X,X,X,55,37,6403
States,Texas,2016,18,X,2.74919,X,X,X,X,X,X,617,77,22443
States,New York City,2016,18,X,1.54808,X,X,X,X,X,X,1491,88,96313
States,California,2016,19,X,1.53059,X,X,X,X,X,X,586,109,38286
States,District of Columbia,2016,19,X,7.1152,X,X,X,X,X,X,147,2,2066
States,Florida,2016,19,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,19,X,0.552289,X,X,X,X,X,X,31,36,5613
States,Texas,2016,19,X,2.30401,X,X,X,X,X,X,472,73,20486
States,New York City,2016,19,X,1.5466,X,X,X,X,X,X,1532,89,99056
States,California,2016,20,X,1.48681,X,X,X,X,X,X,527,102,35445
States,District of Columbia,2016,20,X,8.3871,X,X,X,X,X,X,130,2,1550
States,Florida,2016,20,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,20,X,0.529832,X,X,X,X,X,X,23,34,4341
States,Texas,2016,20,X,2.35638,X,X,X,X,X,X,459,76,19479
States,New York City,2016,20,X,1.42314,X,X,X,X,X,X,1415,87,99428
States,California,2016,21,X,1.44399,X,X,X,X,X,X,515,99,35665
States,District of Columbia,2016,21,X,9.15649,X,X,X,X,X,X,165,2,1802
States,Florida,2016,21,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,21,X,0.327198,X,X,X,X,X,X,8,30,2445
States,Texas,2016,21,X,2.78809,X,X,X,X,X,X,518,74,18579
States,New York City,2016,21,X,1.41027,X,X,X,X,X,X,1277,45,90550
States,California,2016,22,X,1.37865,X,X,X,X,X,X,417,105,30247
States,District of Columbia,2016,22,X,9.33243,X,X,X,X,X,X,137,2,1468
States,Florida,2016,22,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,22,X,0,X,X,X,X,X,X,0,32,1965
States,Texas,2016,22,X,2.47401,X,X,X,X,X,X,395,72,15966
States,New York City,2016,22,X,1.33189,X,X,X,X,X,X,1303,87,97831
States,California,2016,23,X,1.36671,X,X,X,X,X,X,440,97,32194
States,District of Columbia,2016,23,X,8.6386,X,X,X,X,X,X,158,2,1829
States,Florida,2016,23,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,23,X,0,X,X,X,X,X,X,0,32,2372
States,Texas,2016,23,X,1.99249,X,X,X,X,X,X,276,49,13852
States,New York City,2016,23,X,1.28153,X,X,X,X,X,X,1284,85,100193
States,California,2016,24,X,1.2644,X,X,X,X,X,X,395,102,31240
States,District of Columbia,2016,24,X,7.15123,X,X,X,X,X,X,122,2,1706
States,Florida,2016,24,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,24,X,0.0979912,X,X,X,X,X,X,2,30,2041
States,Texas,2016,24,X,2.1005,X,X,X,X,X,X,362,69,17234
States,New York City,2016,24,X,1.26197,X,X,X,X,X,X,1222,88,96833
States,California,2016,25,X,1.15867,X,X,X,X,X,X,376,100,32451
States,District of Columbia,2016,25,X,6.88259,X,X,X,X,X,X,119,2,1729
States,Florida,2016,25,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,25,X,0.0453926,X,X,X,X,X,X,1,31,2203
States,Texas,2016,25,X,1.87159,X,X,X,X,X,X,316,68,16884
States,New York City,2016,25,X,1.20967,X,X,X,X,X,X,1224,86,101185
States,California,2016,26,X,1.21986,X,X,X,X,X,X,381,96,31233
States,District of Columbia,2016,26,X,5.40915,X,X,X,X,X,X,78,2,1442
States,Florida,2016,26,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,26,X,0.0457247,X,X,X,X,X,X,1,31,2187
States,Texas,2016,26,X,1.84575,X,X,X,X,X,X,297,65,16091
States,New York City,2016,26,X,1.14689,X,X,X,X,X,X,1125,83,98091
States,California,2016,27,X,1.14608,X,X,X,X,X,X,299,97,26089
States,District of Columbia,2016,27,X,4.18195,X,X,X,X,X,X,57,2,1363
States,Florida,2016,27,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,27,X,0,X,X,X,X,X,X,0,31,1800
States,Texas,2016,27,X,1.66667,X,X,X,X,X,X,248,68,14880
States,New York City,2016,27,X,1.01818,X,X,X,X,X,X,956,77,93893
States,California,2016,28,X,1.04573,X,X,X,X,X,X,324,98,30983
States,District of Columbia,2016,28,X,4.89039,X,X,X,X,X,X,87,2,1779
States,Florida,2016,28,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,28,X,0.0838926,X,X,X,X,X,X,2,30,2384
States,Texas,2016,28,X,1.55492,X,X,X,X,X,X,189,68,12155
States,New York City,2016,28,X,0.93429,X,X,X,X,X,X,936,84,100183
States,California,2016,29,X,0.904141,X,X,X,X,X,X,269,96,29752
States,District of Columbia,2016,29,X,3.53874,X,X,X,X,X,X,58,2,1639
States,Florida,2016,29,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,29,X,0,X,X,X,X,X,X,0,29,1968
States,Texas,2016,29,X,1.42177,X,X,X,X,X,X,239,67,16810
States,New York City,2016,29,X,1.12179,X,X,X,X,X,X,1118,81,99662
States,California,2016,30,X,0.856349,X,X,X,X,X,X,262,96,30595
States,District of Columbia,2016,30,X,4.47248,X,X,X,X,X,X,78,2,1744
States,Florida,2016,30,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,30,X,0,X,X,X,X,X,X,0,30,2143
States,Texas,2016,30,X,1.57115,X,X,X,X,X,X,261,67,16612
States,New York City,2016,30,X,1.07888,X,X,X,X,X,X,1066,89,98806
States,California,2016,31,X,0.85127,X,X,X,X,X,X,246,82,28898
States,District of Columbia,2016,31,X,4.88677,X,X,X,X,X,X,82,2,1678
States,Florida,2016,31,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,31,X,0.110742,X,X,X,X,X,X,2,26,1806
States,Texas,2016,31,X,1.27404,X,X,X,X,X,X,216,67,16954
States,New York City,2016,31,X,1.0713,X,X,X,X,X,X,1051,83,98105
States,California,2016,32,X,0.896093,X,X,X,X,X,X,267,83,29796
States,District of Columbia,2016,32,X,3.7961,X,X,X,X,X,X,70,2,1844
States,Florida,2016,32,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,32,X,0,X,X,X,X,X,X,0,26,1638
States,Texas,2016,32,X,1.30064,X,X,X,X,X,X,209,62,16069
States,New York City,2016,32,X,1.02695,X,X,X,X,X,X,1016,82,98934
States,California,2016,33,X,1.00994,X,X,X,X,X,X,310,83,30695
States,District of Columbia,2016,33,X,2.42174,X,X,X,X,X,X,41,2,1693
States,Florida,2016,33,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,33,X,0.182039,X,X,X,X,X,X,3,23,1648
States,Texas,2016,33,X,1.31155,X,X,X,X,X,X,224,65,17079
States,New York City,2016,33,X,0.974464,X,X,X,X,X,X,946,77,97079
States,California,2016,34,X,1.04709,X,X,X,X,X,X,342,81,32662
States,District of Columbia,2016,34,X,3.82536,X,X,X,X,X,X,92,2,2405
States,Florida,2016,34,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,34,X,0.031506,X,X,X,X,X,X,1,21,3174
States,Texas,2016,34,X,1.76582,X,X,X,X,X,X,336,66,19028
States,New York City,2016,34,X,1.10199,X,X,X,X,X,X,1074,79,97460
States,California,2016,35,X,1.30993,X,X,X,X,X,X,447,82,34124
States,District of Columbia,2016,35,X,3.76569,X,X,X,X,X,X,90,2,2390
States,Florida,2016,35,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,35,X,0,X,X,X,X,X,X,0,24,4301
States,Texas,2016,35,X,2.89706,X,X,X,X,X,X,423,64,14601
States,New York City,2016,35,X,1.01484,X,X,X,X,X,X,1003,82,98833
States,California,2016,36,X,1.36273,X,X,X,X,X,X,398,81,29206
States,District of Columbia,2016,36,X,4.79317,X,X,X,X,X,X,73,2,1523
States,Florida,2016,36,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,36,X,0.0777605,X,X,X,X,X,X,3,24,3858
States,Texas,2016,36,X,3.0076,X,X,X,X,X,X,534,63,17755
States,New York City,2016,36,X,0.925212,X,X,X,X,X,X,900,79,97275
States,California,2016,37,X,1.71708,X,X,X,X,X,X,604,86,35176
States,District of Columbia,2016,37,X,5.33927,X,X,X,X,X,X,144,2,2697
States,Florida,2016,37,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,37,X,0.183486,X,X,X,X,X,X,9,24,4905
States,Texas,2016,37,X,2.60465,X,X,X,X,X,X,509,61,19542
States,New York City,2016,37,X,1.01259,X,X,X,X,X,X,1036,78,102312
States,California,2016,38,X,1.78398,X,X,X,X,X,X,624,88,34978
States,District of Columbia,2016,38,X,5.09926,X,X,X,X,X,X,131,2,2569
States,Florida,2016,38,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,38,X,0.0412967,X,X,X,X,X,X,2,24,4843
States,Texas,2016,38,X,2.57309,X,X,X,X,X,X,367,60,14263
States,New York City,2016,38,X,1.32314,X,X,X,X,X,X,1383,78,104524
States,California,2016,39,X,1.65703,X,X,X,X,X,X,636,95,38382
States,District of Columbia,2016,39,X,4.59265,X,X,X,X,X,X,115,2,2504
States,Florida,2016,39,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,39,X,0.164406,X,X,X,X,X,X,8,25,4866
States,Texas,2016,39,X,2.75084,X,X,X,X,X,X,400,60,14541
States,New York City,2016,39,X,1.48174,X,X,X,X,X,X,1456,81,98263
States,California,2016,40,X,1.25288,X,X,X,X,X,X,668,129,53317
States,District of Columbia,2016,40,X,5.52486,X,X,X,X,X,X,160,2,2896
States,Florida,2016,40,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,40,X,0.725918,X,X,X,X,X,X,115,66,15842
States,Texas,2016,40,X,2.08692,X,X,X,X,X,X,654,120,31338
States,New York City,2016,40,X,1.52094,X,X,X,X,X,X,1504,78,98886
States,California,2016,41,X,1.39291,X,X,X,X,X,X,760,134,54562
States,District of Columbia,2016,41,X,4.954,X,X,X,X,X,X,140,2,2826
States,Florida,2016,41,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,41,X,0.945864,X,X,X,X,X,X,141,64,14907
States,Texas,2016,41,X,1.95234,X,X,X,X,X,X,571,117,29247
States,New York City,2016,41,X,1.50792,X,X,X,X,X,X,1491,75,98878
States,California,2016,42,X,1.51631,X,X,X,X,X,X,812,131,53551
States,District of Columbia,2016,42,X,5.25217,X,X,X,X,X,X,151,2,2875
States,Florida,2016,42,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,42,X,1.10167,X,X,X,X,X,X,175,65,15885
States,Texas,2016,42,X,1.84806,X,X,X,X,X,X,541,114,29274
States,New York City,2016,42,X,1.61301,X,X,X,X,X,X,1659,78,102851
States,California,2016,43,X,1.52383,X,X,X,X,X,X,833,130,54665
States,District of Columbia,2016,43,X,5.56901,X,X,X,X,X,X,161,2,2891
States,Florida,2016,43,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,43,X,0.898849,X,X,X,X,X,X,146,67,16243
States,Texas,2016,43,X,2.06247,X,X,X,X,X,X,589,114,28558
States,New York City,2016,43,X,1.66295,X,X,X,X,X,X,1627,82,97838
States,California,2016,44,X,1.57619,X,X,X,X,X,X,849,132,53864
States,District of Columbia,2016,44,X,4.80318,X,X,X,X,X,X,133,2,2769
States,Florida,2016,44,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,44,X,0.918,X,X,X,X,X,X,148,71,16122
States,Texas,2016,44,X,2.01191,X,X,X,X,X,X,581,112,28878
States,New York City,2016,44,X,1.90913,X,X,X,X,X,X,1929,79,101041
States,California,2016,45,X,1.74694,X,X,X,X,X,X,942,136,53923
States,District of Columbia,2016,45,X,5.06375,X,X,X,X,X,X,139,2,2745
States,Florida,2016,45,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,45,X,1.22738,X,X,X,X,X,X,194,69,15806
States,Texas,2016,45,X,2.08512,X,X,X,X,X,X,607,116,29111
States,New York City,2016,45,X,2.06473,X,X,X,X,X,X,2044,78,98996
States,California,2016,46,X,1.7768,X,X,X,X,X,X,993,133,55887
States,District of Columbia,2016,46,X,5.50796,X,X,X,X,X,X,135,2,2451
States,Florida,2016,46,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,46,X,1.12103,X,X,X,X,X,X,182,70,16235
States,Texas,2016,46,X,2.24903,X,X,X,X,X,X,673,116,29924
States,New York City,2016,46,X,2.09269,X,X,X,X,X,X,2143,76,102404
States,California,2016,47,X,2.14459,X,X,X,X,X,X,865,133,40334
States,District of Columbia,2016,47,X,6.54804,X,X,X,X,X,X,92,2,1405
States,Florida,2016,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,47,X,1.74806,X,X,X,X,X,X,194,72,11098
States,Texas,2016,47,X,2.59299,X,X,X,X,X,X,550,114,21211
States,New York City,2016,47,X,2.40664,X,X,X,X,X,X,2124,80,88256
States,California,2016,48,X,2.00773,X,X,X,X,X,X,1091,132,54340
States,District of Columbia,2016,48,X,6.7311,X,X,X,X,X,X,195,2,2897
States,Florida,2016,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,48,X,1.62637,X,X,X,X,X,X,261,71,16048
States,Texas,2016,48,X,2.49507,X,X,X,X,X,X,696,112,27895
States,New York City,2016,48,X,2.40428,X,X,X,X,X,X,2464,70,102484
States,California,2016,49,X,2.07484,X,X,X,X,X,X,1114,133,53691
States,District of Columbia,2016,49,X,5.18868,X,X,X,X,X,X,154,2,2968
States,Florida,2016,49,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,49,X,1.45618,X,X,X,X,X,X,223,70,15314
States,Texas,2016,49,X,3.06871,X,X,X,X,X,X,816,113,26591
States,New York City,2016,49,X,2.66627,X,X,X,X,X,X,2779,83,104228
States,California,2016,50,X,2.37525,X,X,X,X,X,X,1190,124,50100
States,District of Columbia,2016,50,X,7.7642,X,X,X,X,X,X,216,2,2782
States,Florida,2016,50,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,50,X,1.47612,X,X,X,X,X,X,208,69,14091
States,Texas,2016,50,X,3.41272,X,X,X,X,X,X,887,111,25991
States,New York City,2016,50,X,2.99057,X,X,X,X,X,X,3020,81,100984
States,California,2016,51,X,2.87829,X,X,X,X,X,X,1233,122,42838
States,District of Columbia,2016,51,X,8.41715,X,X,X,X,X,X,159,2,1889
States,Florida,2016,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,51,X,3.14039,X,X,X,X,X,X,389,68,12387
States,Texas,2016,51,X,4.10321,X,X,X,X,X,X,951,108,23177
States,New York City,2016,51,X,3.70624,X,X,X,X,X,X,3896,86,105120
States,California,2016,52,X,3.52608,X,X,X,X,X,X,1419,128,40243
States,District of Columbia,2016,52,X,8.3007,X,X,X,X,X,X,106,2,1277
States,Florida,2016,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2016,52,X,5.42753,X,X,X,X,X,X,537,64,9894
States,Texas,2016,52,X,4.32471,X,X,X,X,X,X,960,109,22198
States,New York City,2016,52,X,4.75291,X,X,X,X,X,X,4859,65,102232
States,California,2017,1,X,3.2667,X,X,X,X,X,X,1559,133,47724
States,District of Columbia,2017,1,X,7.84964,X,X,X,X,X,X,142,2,1809
States,Florida,2017,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2017,1,X,5.17272,X,X,X,X,X,X,584,65,11290
States,Texas,2017,1,X,4.19085,X,X,X,X,X,X,1076,113,25675
States,New York City,2017,1,X,3.58987,X,X,X,X,X,X,3776,73,105185
States,California,2017,2,X,2.9995,X,X,X,X,X,X,1490,129,49675
States,District of Columbia,2017,2,X,8.478,X,X,X,X,X,X,210,2,2477
States,Florida,2017,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2017,2,X,5.93932,X,X,X,X,X,X,736,67,12392
States,Texas,2017,2,X,5.06267,X,X,X,X,X,X,1450,112,28641
States,New York City,2017,2,X,3.64388,X,X,X,X,X,X,3774,72,103571
States,California,2017,3,X,2.77799,X,X,X,X,X,X,1441,129,51872
States,District of Columbia,2017,3,X,4.99426,X,X,X,X,X,X,87,2,1742
States,Florida,2017,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2017,3,X,6.78861,X,X,X,X,X,X,913,68,13449
States,Texas,2017,3,X,5.47691,X,X,X,X,X,X,1563,112,28538
States,New York City,2017,3,X,4.0849,X,X,X,X,X,X,4359,78,106710
States,California,2017,4,X,3.11572,X,X,X,X,X,X,1700,129,54562
States,District of Columbia,2017,4,X,7.38916,X,X,X,X,X,X,195,2,2639
States,Florida,2017,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2017,4,X,7.54014,X,X,X,X,X,X,1174,69,15570
States,Texas,2017,4,X,6.20619,X,X,X,X,X,X,1868,109,30099
States,New York City,2017,4,X,3.86655,X,X,X,X,X,X,4091,86,105805
States,California,2017,5,X,3.19202,X,X,X,X,X,X,1667,121,52224
States,District of Columbia,2017,5,X,8.94928,X,X,X,X,X,X,247,2,2760
States,Florida,2017,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2017,5,X,8.68115,X,X,X,X,X,X,1431,69,16484
States,Texas,2017,5,X,8.48188,X,X,X,X,X,X,2774,112,32705
States,New York City,2017,5,X,3.75647,X,X,X,X,X,X,3892,88,103608
